,popularity,vote_count,original_language,title,vote_average,overview,release_date
8884,11.4,170,en,Columbus,7.2,"When a renowned architecture scholar falls suddenly ill during a speaking tour, his son Jin finds himself stranded in Columbus, Indiana - a small Midwestern city celebrated for its many significant modernist buildings. Jin strikes up a friendship with Casey, a young architecture enthusiast who works at the local library.",2017-08-04
8885,9.223,201,fr,Trophy Wife,6.2,A housewife takes over her husband's umbrella business after his illness.,2010-11-10
8886,9.222,177,en,Passport to Paris,5.8,"Sent to Paris to visit their grandfather, the twins fall in love with France, not to mention two French boys.",1999-11-09
8887,9.222,49,en,Jesse Stone: Death in Paradise,7.1,Small-time police chief and struggling alcoholic Jesse Stone looks into the murder of a teen-age girl whose body is found floating in a local lake. The case brings the former LAPD cop up against the Boston mob and into the affluent world of a bestselling writer who exploits troubled teens.,2006-04-30
8888,8.141,146,es,The Corpse of Anna Fritz,6.1,"Anna Fritz is a beautiful and famous actress. Suddenly her body is found in a hotel and the news of her death goes around the planet. The young, shy caretaker Pau works at the hospital where they carried the body of Anna Fritz. He and his friends  decide to take pictures of the body of Anna Fritz.  They decide they could make love to her and nobody would know. They are in front of Anna Fritz ... and can do with it what  they want.",2015-03-15
8889,9.221,235,en,The Burning Plain,6.6,"A trailer is burning in the middle of a plain. The bodies of two adulterous lovers are found. Scenes from both families, before and after the dramatic events, suggest an unusual connection between them. But what is their secret?",2008-11-07
8890,9.221,174,en,Money Talks,5.9,"Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection.",1997-08-22
8891,8.394,115,en,Tower,7.9,"Combining archival footage with rotoscopic animation, Tower reveals the action-packed untold stories of the witnesses, heroes and survivors of America’s first mass school shooting, when the worst in one man brought out the best in so many others.",2016-03-13
8892,9.22,344,ko,Castaway on the Moon,8.1,"Mr. Kim is jobless, lost in debt and has been dumped by his girlfriend. He decides to end it all by jumping into the Han River - only to find himself washed up on a small, mid-river island. He soon abandons thoughts of suicide or rescue and begins a new life as a castaway. His antics catch the attention of a young woman whose apartment overlooks the river. Her discovery changes both their lives.",2009-05-14
8893,7.398,104,en,Lovesong,5.8,"Neglected by her husband, Sarah embarks on an impromptu road trip with her young daughter and her best friend, Mindy. Along the way, the dynamic between the two friends intensifies before circumstances force them apart. Years later, Sarah attempts to rebuild their intimate connection in the days before Mindy’s wedding.",2017-02-17
8894,9.401,117,en,9/11,4.9,"A group of 5 people find themselves trapped in an elevator in the World Trade Center's North Tower on 9/11. They work together, never giving up hope, to try to escape before the unthinkable happens.",2017-09-07
8895,11.4,203,en,The Son of Bigfoot,6.5,"Teenage outsider Adam sets out on an epic and daring quest to uncover the mystery behind his long-lost dad, only to find out that he is none other than the legendary Bigfoot! He has been hiding deep in the forest for years to protect himself and his family from HairCo., a giant corporation eager to run scientific experiments with his special DNA. As father and son start making up for lost time after the boy's initial disbelief, Adam soon discovers that he too is gifted with superpowers beyond his imagination. But little do they know, HairCo. is on their tail as Adam's traces have led them to Bigfoot!",2017-07-26
8896,12.152,301,en,Marshall,7.3,"Thurgood Marshall, the first African-American Supreme Court Justice, battles through one of his career-defining cases.",2017-10-13
8897,9.218,90,en,Interview,6.5,"After falling out with his editor, a fading political journalist is forced to interview America's most popular soap actress.",2007-07-13
8898,8.475,2,en,Pooka Lives!,4.0,"A group of thirty-something friends from high school create their own Creepypasta about Pooka for laughs,but are shocked when it becomes so viral on the internet that it actually manifests more murdererous versions of the creature",2020-04-03
8899,9.217,226,en,Freddy Got Fingered,4.5,"An unemployed cartoonist moves back in with his parents and younger brother Freddy. When his parents demand he leave, he begins to spread rumors that his father is sexually abusing Freddy.",2001-04-18
8900,8.39,357,en,Spring,6.6,"A young man in a personal tailspin flees the US to Italy, where he sparks up a romance with a woman harboring a dark, primordial secret.",2014-10-08
8901,9.215,226,en,Thunderbolt and Lightfoot,6.8,"With the help of an irreverent young sidekick, a bank robber gets his old gang back together to organise a daring new heist.",1974-05-23
8902,9.214,153,en,The Children's Hour,8.0,"A private school for young girls is scandalized when one spiteful student, Mary Tilford, accuses the two young women who run the school of having a lesbian relationship.",1961-01-01
8903,9.214,249,en,Sweet and Lowdown,6.9,"A comedic biopic focused on the life of fictional jazz guitarist Emmett Ray. Ray was an irresponsible, free-spending, arrogant, obnoxious, alcohol-abusing, miserable human being, who was also arguably the best guitarist in the world.",1999-12-03
8904,9.213,92,es,Torrente 2: Mission in Marbella,6.0,For this second film in the cult comedy series Torrente takes our fat police officer from Madrid to Marbella in Spain to investigate a villain’s plot to destroy the city with a missile. This James Bond style slapstick comedy became the most successful box-office film in Spanish film history beating out only the first Torrente film.,2001-03-30
8905,9.212,191,en,Rabbit-Proof Fence,7.0,"In 1931, three Aboriginal girls escape after being plucked from their homes to be trained as domestic staff, and set off on a trek across the Outback.",2002-02-04
8906,9.668,119,en,American Son,6.1,Time passes and tension mounts in a Florida police station as an estranged interracial couple awaits news of their missing teenage son.,2019-09-12
8907,9.209,102,ja,Space Battleship Yamato,6.1,"In 2199, five years after the Gamilons began an invasion of Earth, the planet has been ravaged by the aliens' bombs. The remnants of humanity have fled underground to escape the irradiated surface. One day, former pilot Susumu Kodai discovers a capsule sent from the planet Iscandar that tells of a device that can remove the radiation from the Earth's surface. The Earth Defense Force rebuilds the battleship Yamato with a new type of propulsion system to make the 148,000 light year trip to Iscandar in hopes of saving the Earth. Within one year, the radiation will drive the rest of humanity to extinction.",2010-12-01
8908,9.209,511,en,Arbitrage,6.2,"A troubled hedge fund magnate, desperate to complete the sale of his trading empire, makes an error that forces him to turn to an unlikely person for help.",2012-09-14
8909,9.208,399,en,Romeo & Juliet,6.8,"In Verona, bad blood between the Montague and Capulet families leads to much bitterness. Despite the hostility, Romeo Montague manages an invitation to a masked ball at the estate of the Capulets and meets Juliet, their daughter. The two are instantly smitten but dismayed to learn that their families are enemies. Romeo and Juliet figure out a way to pursue their romance, but Romeo is banished for his part in the slaying of Juliet's cousin, Tybalt.",2013-09-12
8910,9.208,240,en,Limelight,8.0,A fading music hall comedian tries to help a despondent ballet dancer learn to walk and to again feel confident about life.,1952-10-31
8911,9.208,139,en,El Cid,6.9,"Epic film of the legendary Spanish hero, Rodrigo Diaz (""El Cid"" to his followers), who, without compromising his strict sense of honour, still succeeds in taking the initiative and driving the Moors from Spain.",1961-10-24
8912,9.208,147,en,The Freshman,6.3,"Clark Kellogg is a young man starting his first year at film school in New York City. After a small time crook steals all his belongings, Clark meets Carmine ""Jimmy the Toucan"" Sabatini, an ""importer"" bearing a startling resemblance to a certain cinematic godfather. When Sabatini makes Clark an offer he can't refuse, he finds himself caught up in a caper involving endangered species and fine dining.",1990-07-20
